2026-02-03 00:06:47.344910 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.0.139', 'destination_ip': '10.10.180.254', 'port': 18709, 'protocol': 'UDP'} 
2026-02-03 00:29:31.835331 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.203.27', 'destination_ip': '10.10.242.131', 'port': 7922, 'protocol': 'ICMP'} 
2026-02-03 00:29:31.853583 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.158.212', 'destination_ip': '10.10.96.38', 'port': 52650, 'protocol': 'ICMP'} 
2026-02-03 00:29:31.938204 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.105.30', 'destination_ip': '10.10.123.77', 'port': 63079, 'protocol': 'UDP'} 
2026-02-03 00:29:31.969244 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.183.52', 'destination_ip': '10.10.145.224', 'port': 31108, 'protocol': 'UDP'} 
2026-02-03 00:29:32.009591 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.115.116', 'destination_ip': '10.10.66.33', 'port': 4277, 'protocol': 'UDP'} 
2026-02-03 00:29:32.040154 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.92.186', 'destination_ip': '10.10.118.92', 'port': 16996, 'protocol': 'UDP'} 
2026-02-03 00:29:32.080113 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.223.178', 'destination_ip': '10.10.215.57', 'port': 17430, 'protocol': 'TCP'} 
2026-02-03 00:29:32.096841 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.63.62', 'destination_ip': '10.10.231.203', 'port': 29636, 'protocol': 'ICMP'} 
2026-02-03 00:29:32.138152 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.70.110', 'destination_ip': '10.10.162.66', 'port': 12433, 'protocol': 'UDP'} 
2026-02-03 00:29:32.171007 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.169.38', 'destination_ip': '10.10.3.38', 'port': 5648, 'protocol': 'UDP'} 
2026-02-03 00:29:32.326974 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.189.232', 'destination_ip': '10.10.88.207', 'port': 3640, 'protocol': 'TCP'} 
2026-02-03 00:29:32.590261 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.11.143', 'destination_ip': '10.10.110.252', 'port': 43258, 'protocol': 'UDP'} 
2026-02-03 00:29:32.840294 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.181.171', 'destination_ip': '10.10.142.77', 'port': 10499, 'protocol': 'UDP'} 
2026-02-03 00:29:32.858480 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.0.195', 'destination_ip': '10.10.219.152', 'port': 5728, 'protocol': 'UDP'} 
2026-02-03 00:29:32.941882 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.145.10', 'destination_ip': '10.10.222.254', 'port': 57645, 'protocol': 'ICMP'} 
2026-02-03 00:29:32.976178 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.72.168', 'destination_ip': '10.10.229.141', 'port': 55466, 'protocol': 'ICMP'} 
2026-02-03 00:29:33.021160 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.242.200', 'destination_ip': '10.10.130.49', 'port': 35655, 'protocol': 'UDP'} 
2026-02-03 00:29:33.044643 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.19.148', 'destination_ip': '10.10.210.167', 'port': 46953, 'protocol': 'TCP'} 
2026-02-03 00:29:33.086101 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.31.197', 'destination_ip': '10.10.77.207', 'port': 13914, 'protocol': 'UDP'} 
2026-02-03 00:29:33.100047 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.25.98', 'destination_ip': '10.10.173.29', 'port': 56162, 'protocol': 'UDP'} 
2026-02-03 00:29:33.141607 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.234.217', 'destination_ip': '10.10.77.2', 'port': 8187, 'protocol': 'TCP'} 
2026-02-03 00:29:33.176910 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.64.70', 'destination_ip': '10.10.63.49', 'port': 18577, 'protocol': 'ICMP'} 
2026-02-03 00:29:33.333429 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.71.192', 'destination_ip': '10.10.78.33', 'port': 2410, 'protocol': 'ICMP'} 
2026-02-03 00:29:33.594510 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.89.139', 'destination_ip': '10.10.172.122', 'port': 43514, 'protocol': 'TCP'} 
2026-02-03 00:29:33.845818 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.133.173', 'destination_ip': '10.10.41.153', 'port': 23625, 'protocol': 'ICMP'} 
2026-02-03 00:29:33.863082 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.173.235', 'destination_ip': '10.10.64.183', 'port': 3687, 'protocol': 'TCP'} 
2026-02-03 00:29:33.947905 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.173.70', 'destination_ip': '10.10.125.175', 'port': 4783, 'protocol': 'ICMP'} 
2026-02-03 00:29:33.981601 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.69.34', 'destination_ip': '10.10.215.214', 'port': 11864, 'protocol': 'UDP'} 
2026-02-03 00:29:34.024860 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.142.69', 'destination_ip': '10.10.113.89', 'port': 21566, 'protocol': 'ICMP'} 
2026-02-03 00:29:34.048956 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.106.207', 'destination_ip': '10.10.4.216', 'port': 2726, 'protocol': 'ICMP'} 
2026-02-03 00:29:34.090265 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.205.183', 'destination_ip': '10.10.149.203', 'port': 57441, 'protocol': 'ICMP'} 
2026-02-03 00:29:34.103068 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.177.139', 'destination_ip': '10.10.121.36', 'port': 62472, 'protocol': 'TCP'} 
2026-02-03 00:29:34.148943 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.17.91', 'destination_ip': '10.10.208.251', 'port': 62828, 'protocol': 'UDP'} 
2026-02-03 00:29:34.182701 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.196.195', 'destination_ip': '10.10.137.72', 'port': 42383, 'protocol': 'TCP'} 
2026-02-03 00:29:34.340139 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.135.42', 'destination_ip': '10.10.247.5', 'port': 65895, 'protocol': 'TCP'} 
2026-02-03 00:29:34.601719 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.19.33', 'destination_ip': '10.10.153.164', 'port': 37474, 'protocol': 'UDP'} 
2026-02-03 00:29:34.849065 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.190.205', 'destination_ip': '10.10.167.94', 'port': 43235, 'protocol': 'ICMP'} 
2026-02-03 00:29:34.866576 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.111.2', 'destination_ip': '10.10.131.96', 'port': 49913, 'protocol': 'TCP'} 
2026-02-03 00:29:34.952280 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.27.159', 'destination_ip': '10.10.149.141', 'port': 5578, 'protocol': 'TCP'} 
2026-02-03 00:29:34.986678 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.21.215', 'destination_ip': '10.10.122.201', 'port': 17136, 'protocol': 'ICMP'} 
2026-02-03 00:29:35.029697 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.251.38', 'destination_ip': '10.10.112.183', 'port': 52946, 'protocol': 'ICMP'} 
2026-02-03 00:29:35.051957 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.135.13', 'destination_ip': '10.10.183.100', 'port': 35842, 'protocol': 'ICMP'} 
2026-02-03 00:29:35.093745 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.123.135', 'destination_ip': '10.10.38.125', 'port': 7399, 'protocol': 'ICMP'} 
2026-02-03 00:29:35.106774 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.125.70', 'destination_ip': '10.10.171.27', 'port': 51649, 'protocol': 'TCP'} 
2026-02-03 00:29:35.154687 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.60.226', 'destination_ip': '10.10.56.36', 'port': 20482, 'protocol': 'UDP'} 
2026-02-03 00:29:35.187812 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.34.253', 'destination_ip': '10.10.129.195', 'port': 60974, 'protocol': 'UDP'} 
2026-02-03 00:29:35.343329 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.8.89', 'destination_ip': '10.10.84.77', 'port': 36012, 'protocol': 'ICMP'} 
2026-02-03 00:29:35.604563 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.241.199', 'destination_ip': '10.10.179.162', 'port': 61140, 'protocol': 'TCP'} 
2026-02-03 00:29:35.853086 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.99.48', 'destination_ip': '10.10.29.87', 'port': 54769, 'protocol': 'UDP'} 
2026-02-03 00:29:35.870487 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.234.197', 'destination_ip': '10.10.251.63', 'port': 38128, 'protocol': 'TCP'} 
2026-02-03 00:29:35.956901 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.170.175', 'destination_ip': '10.10.196.215', 'port': 21609, 'protocol': 'ICMP'} 
2026-02-03 00:29:35.997081 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.35.73', 'destination_ip': '10.10.126.54', 'port': 9404, 'protocol': 'TCP'} 
2026-02-03 00:29:36.044654 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.75.104', 'destination_ip': '10.10.137.174', 'port': 34424, 'protocol': 'UDP'} 
2026-02-03 00:29:36.067552 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.206.191', 'destination_ip': '10.10.48.160', 'port': 33671, 'protocol': 'UDP'} 
2026-02-03 00:29:36.099781 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.76.180', 'destination_ip': '10.10.241.84', 'port': 20321, 'protocol': 'ICMP'} 
2026-02-03 00:29:36.114746 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.154.150', 'destination_ip': '10.10.169.190', 'port': 58956, 'protocol': 'TCP'} 
2026-02-03 00:29:36.157086 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.194.55', 'destination_ip': '10.10.59.81', 'port': 43522, 'protocol': 'UDP'} 
2026-02-03 00:29:36.192967 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.113.245', 'destination_ip': '10.10.46.6', 'port': 9625, 'protocol': 'ICMP'} 
2026-02-03 00:29:36.348706 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.83.35', 'destination_ip': '10.10.152.177', 'port': 52905, 'protocol': 'ICMP'} 
2026-02-03 00:29:36.608974 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.77.67', 'destination_ip': '10.10.194.72', 'port': 30011, 'protocol': 'TCP'} 
2026-02-03 00:29:36.856389 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.138.242', 'destination_ip': '10.10.100.110', 'port': 57520, 'protocol': 'UDP'} 
2026-02-03 00:29:36.872192 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.238.60', 'destination_ip': '10.10.228.44', 'port': 62865, 'protocol': 'ICMP'} 
2026-02-03 00:29:36.964049 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.227.119', 'destination_ip': '10.10.194.6', 'port': 34402, 'protocol': 'UDP'} 
2026-02-03 00:29:37.028802 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.12.151', 'destination_ip': '10.10.162.99', 'port': 12867, 'protocol': 'TCP'} 
2026-02-03 00:29:37.059317 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.130.16', 'destination_ip': '10.10.44.232', 'port': 56107, 'protocol': 'UDP'} 
2026-02-03 00:29:37.072111 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.189.109', 'destination_ip': '10.10.86.91', 'port': 12606, 'protocol': 'TCP'} 
2026-02-03 00:29:37.102539 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.4.94', 'destination_ip': '10.10.144.136', 'port': 5987, 'protocol': 'UDP'} 
2026-02-03 00:29:37.120894 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.97.48', 'destination_ip': '10.10.128.156', 'port': 45731, 'protocol': 'UDP'} 
2026-02-03 00:29:37.161849 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.119.178', 'destination_ip': '10.10.100.24', 'port': 716, 'protocol': 'TCP'} 
2026-02-03 00:29:37.197259 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.57.162', 'destination_ip': '10.10.145.204', 'port': 15964, 'protocol': 'UDP'} 
2026-02-03 00:29:37.353246 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.240.41', 'destination_ip': '10.10.189.168', 'port': 40299, 'protocol': 'UDP'} 
2026-02-03 00:29:37.611810 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.225.22', 'destination_ip': '10.10.240.235', 'port': 2113, 'protocol': 'UDP'} 
2026-02-03 00:29:37.861066 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.174.207', 'destination_ip': '10.10.234.50', 'port': 28614, 'protocol': 'UDP'} 
2026-02-03 00:29:37.877133 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.142.142', 'destination_ip': '10.10.146.152', 'port': 64914, 'protocol': 'TCP'} 
2026-02-03 00:29:37.967577 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.211.185', 'destination_ip': '10.10.110.119', 'port': 50177, 'protocol': 'UDP'} 
2026-02-03 00:29:38.034520 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.108.159', 'destination_ip': '10.10.4.9', 'port': 11764, 'protocol': 'ICMP'} 
2026-02-03 00:29:38.065396 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.18.216', 'destination_ip': '10.10.27.183', 'port': 44897, 'protocol': 'TCP'} 
2026-02-03 00:29:38.078918 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.154.249', 'destination_ip': '10.10.195.22', 'port': 49325, 'protocol': 'UDP'} 
2026-02-03 00:29:38.106185 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.150.84', 'destination_ip': '10.10.141.239', 'port': 5589, 'protocol': 'TCP'} 
2026-02-03 00:29:38.124398 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.206.216', 'destination_ip': '10.10.51.116', 'port': 14377, 'protocol': 'TCP'} 
2026-02-03 00:29:38.166802 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.48.33', 'destination_ip': '10.10.146.0', 'port': 23932, 'protocol': 'UDP'} 
2026-02-03 00:29:38.201724 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.89.201', 'destination_ip': '10.10.147.251', 'port': 57838, 'protocol': 'TCP'} 
2026-02-03 00:29:38.363838 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.219.112', 'destination_ip': '10.10.90.102', 'port': 66413, 'protocol': 'TCP'} 
2026-02-03 00:29:38.617563 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.122.239', 'destination_ip': '10.10.178.192', 'port': 28140, 'protocol': 'UDP'} 
2026-02-03 00:29:38.866004 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.33.175', 'destination_ip': '10.10.232.74', 'port': 38436, 'protocol': 'TCP'} 
2026-02-03 00:29:38.881212 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.14.137', 'destination_ip': '10.10.190.187', 'port': 21643, 'protocol': 'UDP'} 
2026-02-03 00:29:38.971352 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.219.154', 'destination_ip': '10.10.175.122', 'port': 2668, 'protocol': 'UDP'} 
2026-02-03 00:29:39.039008 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.27.228', 'destination_ip': '10.10.105.199', 'port': 63370, 'protocol': 'UDP'} 
2026-02-03 00:29:39.068202 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.12.249', 'destination_ip': '10.10.176.80', 'port': 25212, 'protocol': 'ICMP'} 
2026-02-03 00:29:39.083671 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.175.21', 'destination_ip': '10.10.196.46', 'port': 52921, 'protocol': 'ICMP'} 
2026-02-03 00:29:39.110690 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.75.92', 'destination_ip': '10.10.191.153', 'port': 60657, 'protocol': 'UDP'} 
2026-02-03 00:29:39.128105 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.186.65', 'destination_ip': '10.10.23.139', 'port': 28101, 'protocol': 'UDP'} 
2026-02-03 00:29:39.171135 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.200.236', 'destination_ip': '10.10.109.136', 'port': 5882, 'protocol': 'UDP'} 
2026-02-03 00:29:39.213625 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.168.91', 'destination_ip': '10.10.39.187', 'port': 47870, 'protocol': 'TCP'} 
2026-02-03 00:29:39.370368 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.21.19', 'destination_ip': '10.10.77.6', 'port': 37663, 'protocol': 'ICMP'} 
2026-02-03 00:29:39.619995 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.244.209', 'destination_ip': '10.10.251.171', 'port': 985, 'protocol': 'UDP'} 
2026-02-03 00:29:39.872573 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.189.166', 'destination_ip': '10.10.57.39', 'port': 19926, 'protocol': 'ICMP'} 
2026-02-03 00:29:39.884142 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.241.131', 'destination_ip': '10.10.187.26', 'port': 8473, 'protocol': 'ICMP'} 
2026-02-03 00:29:39.974874 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.246.206', 'destination_ip': '10.10.49.172', 'port': 7693, 'protocol': 'UDP'} 
2026-02-03 00:29:40.042302 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.154.18', 'destination_ip': '10.10.197.39', 'port': 10351, 'protocol': 'ICMP'} 
2026-02-03 00:29:40.071134 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.207.102', 'destination_ip': '10.10.105.10', 'port': 49658, 'protocol': 'ICMP'} 
2026-02-03 00:29:40.086132 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.15.93', 'destination_ip': '10.10.96.1', 'port': 12622, 'protocol': 'UDP'} 
2026-02-03 00:29:40.112535 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.118.148', 'destination_ip': '10.10.93.211', 'port': 56476, 'protocol': 'ICMP'} 
2026-02-03 00:29:40.131299 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.71.247', 'destination_ip': '10.10.44.149', 'port': 50650, 'protocol': 'TCP'} 
2026-02-03 00:29:40.182034 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.188.226', 'destination_ip': '10.10.14.28', 'port': 55285, 'protocol': 'UDP'} 
2026-02-03 00:29:40.218520 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.85.46', 'destination_ip': '10.10.166.213', 'port': 8245, 'protocol': 'ICMP'} 
2026-02-03 00:29:40.377248 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.167.151', 'destination_ip': '10.10.38.205', 'port': 28306, 'protocol': 'ICMP'} 
2026-02-03 00:29:40.624411 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.129.23', 'destination_ip': '10.10.141.240', 'port': 25768, 'protocol': 'ICMP'} 
2026-02-03 00:29:40.876273 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.234.223', 'destination_ip': '10.10.222.225', 'port': 13294, 'protocol': 'TCP'} 
2026-02-03 00:29:40.888217 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.185.114', 'destination_ip': '10.10.193.0', 'port': 4897, 'protocol': 'TCP'} 
2026-02-03 00:29:40.979395 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.5.216', 'destination_ip': '10.10.12.116', 'port': 20563, 'protocol': 'TCP'} 
2026-02-03 00:29:41.048412 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.222.15', 'destination_ip': '10.10.156.140', 'port': 60023, 'protocol': 'UDP'} 
2026-02-03 00:29:41.075553 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.129.237', 'destination_ip': '10.10.225.34', 'port': 1294, 'protocol': 'TCP'} 
2026-02-03 00:29:41.091959 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.45.176', 'destination_ip': '10.10.35.111', 'port': 54859, 'protocol': 'ICMP'} 
2026-02-03 00:29:41.115071 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.160.94', 'destination_ip': '10.10.157.5', 'port': 26036, 'protocol': 'TCP'} 
2026-02-03 00:29:41.134472 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.186.89', 'destination_ip': '10.10.251.156', 'port': 11172, 'protocol': 'ICMP'} 
2026-02-03 00:29:41.190196 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.67.128', 'destination_ip': '10.10.162.155', 'port': 10201, 'protocol': 'ICMP'} 
2026-02-03 00:29:41.223172 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.80.230', 'destination_ip': '10.10.121.215', 'port': 25773, 'protocol': 'UDP'} 
2026-02-03 00:29:41.383395 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.111.68', 'destination_ip': '10.10.211.211', 'port': 11974, 'protocol': 'TCP'} 
2026-02-03 00:29:41.627415 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.147.152', 'destination_ip': '10.10.12.221', 'port': 19761, 'protocol': 'ICMP'} 
2026-02-03 00:29:41.880477 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.129.142', 'destination_ip': '10.10.22.26', 'port': 9113, 'protocol': 'ICMP'} 
2026-02-03 00:29:41.893619 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.58.236', 'destination_ip': '10.10.49.118', 'port': 24944, 'protocol': 'UDP'} 
2026-02-03 00:29:41.983344 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.251.5', 'destination_ip': '10.10.97.114', 'port': 8587, 'protocol': 'ICMP'} 
2026-02-03 00:29:42.057601 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.159.64', 'destination_ip': '10.10.29.105', 'port': 34498, 'protocol': 'TCP'} 
2026-02-03 00:29:42.078622 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.49.231', 'destination_ip': '10.10.116.143', 'port': 29960, 'protocol': 'ICMP'} 
2026-02-03 00:29:42.095011 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.176.23', 'destination_ip': '10.10.11.106', 'port': 12035, 'protocol': 'ICMP'} 
2026-02-03 00:29:42.119459 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.110.215', 'destination_ip': '10.10.170.237', 'port': 46445, 'protocol': 'UDP'} 
2026-02-03 00:29:42.138584 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.123.75', 'destination_ip': '10.10.56.115', 'port': 14637, 'protocol': 'TCP'} 
2026-02-03 00:29:42.197115 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.211.46', 'destination_ip': '10.10.98.252', 'port': 30726, 'protocol': 'ICMP'} 
2026-02-03 00:29:42.231019 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.144.42', 'destination_ip': '10.10.84.215', 'port': 27759, 'protocol': 'UDP'} 
2026-02-03 00:29:42.394200 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.122.209', 'destination_ip': '10.10.115.142', 'port': 61270, 'protocol': 'ICMP'} 
2026-02-03 00:29:42.631959 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.67.42', 'destination_ip': '10.10.26.194', 'port': 48338, 'protocol': 'TCP'} 
2026-02-03 00:29:42.883972 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.55.24', 'destination_ip': '10.10.163.153', 'port': 22168, 'protocol': 'ICMP'} 
2026-02-03 00:29:42.896918 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.208.98', 'destination_ip': '10.10.6.116', 'port': 65529, 'protocol': 'TCP'} 
2026-02-03 00:29:42.988583 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.154.186', 'destination_ip': '10.10.212.83', 'port': 62643, 'protocol': 'TCP'} 
2026-02-03 00:29:43.062851 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.41.7', 'destination_ip': '10.10.30.236', 'port': 62539, 'protocol': 'UDP'} 
2026-02-03 00:29:43.082301 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.140.205', 'destination_ip': '10.10.145.80', 'port': 5132, 'protocol': 'UDP'} 
2026-02-03 00:29:43.097870 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.241.95', 'destination_ip': '10.10.15.188', 'port': 13922, 'protocol': 'ICMP'} 
2026-02-03 00:29:43.122164 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.189.166', 'destination_ip': '10.10.14.121', 'port': 21595, 'protocol': 'UDP'} 
2026-02-03 00:29:43.141358 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.242.118', 'destination_ip': '10.10.206.142', 'port': 46244, 'protocol': 'TCP'} 
2026-02-03 00:29:43.203536 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.110.73', 'destination_ip': '10.10.252.161', 'port': 55150, 'protocol': 'UDP'} 
2026-02-03 00:29:43.236886 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.199.73', 'destination_ip': '10.10.110.224', 'port': 20128, 'protocol': 'TCP'} 
2026-02-03 00:29:43.406512 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.103.151', 'destination_ip': '10.10.56.189', 'port': 40943, 'protocol': 'UDP'} 
